frameworks/base/packages/Keyguard/src/com/android/keyguard/KeyguardViewMediator.java,6,0,1,1214,0,0,5.60658307210032,161,452,52,0,0,2,0,33,0,33,158,0,34,0,2,0,2,Android PF;AndroidPF;UI;UIグループ;電話
packages/apps/UnifiedEmail/src/com/android/mail/providers/MessageInfo.java,6,0,0,96,0,0,0.863636363636365,8,26,12,0,0,2,0,0,0,0,10,0,3,0,2,0,2,電話
vendor/qcom/proprietary/qcril/common/data/qcril_data_netctrl.c,6,0,2,6718,0,0,0,0,0,0,24,3,0,61,0,61,0,117,7,5,4,0,3,2,QCRIL;ビルド
libcore/crypto/src/main/java/org/conscrypt/OpenSSLRSAPrivateKey.java,6,0,0,208,0,0,0.7,31,56,11,0,0,0,0,0,0,0,37,0,11,0,0,0,2, AndroidNW
packages/apps/UnifiedEmail/src/com/android/mail/ui/ConversationListFragment.java,6,0,0,668,0,2,7.22222222222222,164,445,38,0,0,0,0,4,0,4,182,0,12,0,0,1,2,TS_FW ;電話;電話アプリ
hardware/qcom/audio/legacy/libalsa-intf/aplay.c,6,0,0,1061,0,0,0,0,0,0,13,0,0,0,0,0,0,42,0,4,0,0,4,2,ビルド
external/bluetooth/bluedroid/btif/src/btif_gatt_util.c,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,Connectivity;ビルド
external/chromium_org/android_webview/java/src/org/chromium/android_webview/AwSettings.java,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,AndroidNW
frameworks/base/packages/ExternalStorageProvider/src/com/android/externalstorage/ExternalStorageProvider.java,6,0,0,372,0,3,2.78260869565218,74,209,16,0,0,1,0,2,0,2,80,0,1,0,1,0,2,AndroidPF
vendor/qcom/proprietary/mm-camera/mm-camera2/media-controller/modules/sensors/module/module_sensor.c,6,0,1,4247,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,51,0,5,0,0,0,2,先行_カメラ(HAL/ドライバ);先行カメラ(HAL/ドライバ);先行カメラ)HAL/ドライバ;先進カメラ
